"id","type","performanceLocationRequirement","name","description"
"txcd_32050018","physical","optional","Toothbrush","A small brush with a long handle, used for cleaning the teeth."
"txcd_32050019","physical","optional","Toothpaste","A thick, soft, moist substance used on a brush for cleaning one's teeth."
"txcd_32050020","physical","optional","Baby Oil","Baby oil is an inert (typically mineral) oil for the purpose of keeping skin soft and supple. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050021","physical","optional","Baby Powder","Baby powder is an astringent powder used for preventing diaper rash, as a spray, and for other cosmetic uses. It may be composed of talcum (in which case it is also called talcum powder) or corn starch. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050022","physical","optional","Breath Spray/Dissolvable Strips","Breath spray is a product sprayed into the mouth and breath strips dissolve in the mouth for the purpose of eliminating halitosis. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050023","physical","optional","Bubble Bath/Bath Salts,Oils,Crystals","Various surfactant preparations to improve cleaning, enhance the enjoyment of bathing, and serve as a vehicle for cosmetic agents. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050024","physical","optional","Conditioner - Hair","A hair care product typically applied and rinsed after shampooing that is used to improve the feel, appearance and manageability of hair. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050025","physical","optional","Cosmetics - Beautifying","Articles intended to be rubbed, poured, sprinkled, or sprayed on, introduced into, or otherwise applied to the human body or any part thereof for beautifying, promoting attractiveness, or altering the appearance. This category supports only the following items: Acrylic fingernail glue, Acrylic fingernails, Artificial eyelashes, Blush, Bronzer, Body glitter, Concealer, Eyelash glue, Finger/toenail decorations, Finger/toenail polish, Nail polish remover, Hair coloring, Hair mousse/gel, Hair oil, Hair spray, Hair relaxer, Hair wave treatment, Hair wax, Lip gloss, Lip liner, Lipstick, Liquid foundation, Makeup, Mascara, Nail polish remover, Powder foundation, Cologne, Perfume."
"txcd_32050026","physical","optional","Dental Floss/Picks","A soft, strong, waxed or unwaxed thread for drawing between the teeth to remove food particles and prevent the buildup of plaque."
"txcd_32050027","physical","optional","Denture Creams/Adhesives","Denture adhesives are pastes, powders or adhesive pads that may be placed in/on dentures to help them stay in place. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050028","physical","optional","Deodorant - Natural or No Active Ingredients","Personal under-arm deodorants/antiperspirants containing natural ingredients and/or ingredients that are not considered drugs. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050029","physical","optional","Deodorant/Antiperspirant","Personal under-arm deodorants/antiperspirants. These products do contain a ""drug facts"" panel or a statement of active ingredients, typically aluminum."
"txcd_32050030","physical","optional","Hair Loss Products","Topical foams, creams, gels, and so on that prevent hair loss and promote hair regrowth. These products contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050031","physical","optional","Hair Removal Products","Depilatories are cosmetic preparations used to remove hair from the skin. Chemical depilatories are available in gel, cream, lotion, aerosol, roll-on, and powder forms. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050032","physical","optional","Lip Balm","A skin protectant for the lips. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050033","physical","optional","Lip Balm - Medicated","A medicated skin protectant for the lips. These products contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050034","physical","optional","Mouthwash - Cosmetic","Cosmetic mouthwash may temporarily control bad breath and leave behind a pleasant taste, but has no chemical or biological application beyond their temporary benefit. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050035","physical","optional","Mouthwash - Therapeutic","Therapeutic mouthwash, having active ingredients (such as antiseptic, or fluoride) intended to help control or reduce conditions like bad breath, gingivitis, plaque, and tooth decay. These products contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050036","physical","optional","Shampoo","A hair care product for cleansing the hair/scalp. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050037","physical","optional","Shampoo - Medicated","A hair care product for cleansing the hair/scalp, with anti-dandruff active ingredients. These products contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050038","physical","optional","Shaving Creams","A cosmetic foam or gel used for shaving preparation. The purpose of shaving cream is to soften the hair by providing lubrication. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050039","physical","optional","Soaps - Antibacterial","Soaps, body washes, shower gels for personal hygiene containing antibacterial. These products contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32050040","physical","optional","Sunscreen","A lotion, spray, gel, foam, stick or other topical product that absorbs or reflects some of the sun's ultraviolet (UV) radiation and thus helps protect against sunburn. Sunscreen contains a ""drug facts"" label or statement of active ingredients."
"txcd_32050041","physical","optional","Teeth Whitening Kits","Teeth whitening gels, rinse, strips, trays, etc containing bleaching agents. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_32060001","physical","optional","Durable Medical Equipment for Home Use","When sold without prescription order of a licensed professional, equipment that: can withstand repeated use; is primarily and customarily used to serve a medical purpose; generally is not useful to a person in the absence of illness or injury; and is not worn in or on the body. Home use means the equipment is sold to an individual for use at home, regardless of where the individual resides. Examples include hospital beds, commode chairs, bed pans, IV poles, and so on."
"txcd_32060002","physical","optional","Durable Medical Equipment for Home Use with Prescription","When sold under prescription order of a licensed professional, equipment that: can withstand repeated use; is primarily and customarily used to serve a medical purpose; generally is not useful to a person in the absence of illness or injury; and is not worn in or on the body. Home use means the equipment is sold to an individual for use at home, regardless of where the individual resides. Examples include hospital beds, commode chairs, bed pans, IV poles, and so on."
"txcd_32060007","physical","optional","Enteral Feeding Equipment for Home Use with Prescription","When sold under prescription order of a licensed professional, nutritional tube feeding equipment including button-style feeding tubes, standard G-tubes, NG-tubes, extension sets, adapters, feeding pumps, feeding pump delivery sets."
"txcd_32060012","physical","optional","Kidney Dialysis Equipment for Home Use with Prescription","When sold under prescription order of a licensed professional, a machine used that filters a patient's blood to remove excess water and waste products when the kidneys are damaged, dysfunctional, or missing. The kidney dialysis machine is an artificial part which augments the natural functioning of the kidneys."
"txcd_32060017","physical","optional","Kidney Dialysis Equipment for Home Use","When sold without prescription order of a licensed professional, a machine used that filters a patient's blood to remove excess water and waste products when the kidneys are damaged, dysfunctional, or missing. The kidney dialysis machine is an artificial part which augments the natural functioning of the kidneys."
"txcd_32060018","physical","optional","Oxygen Delivery Equipment for Home Use with Prescription","When sold under prescription order of a licensed professional, equipment used to administer oxygen directly into the lungs of the patient for the relief of conditions in which the human body experiences an abnormal deficiency or inadequate supply of oxygen. Oxygen equipment means oxygen cylinders, cylinder transport devices, including sheaths and carts, cylinder studs and support devices, regulators, flowmeters, tank wrenches, oxygen concentrators, liquid oxygen base dispensers, liquid oxygen portable dispensers, oxygen tubing, nasal cannulas, face masks, oxygen humidifiers, and oxygen fittings and accessories."
"txcd_32060023","physical","optional","Oxygen Delivery Equipment for Home Use","When sold without prescription order of a licensed professional, equipment used to administer oxygen directly into the lungs of the patient for the relief of conditions in which the human body experiences an abnormal deficiency or inadequate supply of oxygen. Oxygen equipment means oxygen cylinders, cylinder transport devices, including sheaths and carts, cylinder studs and support devices, regulators, flowmeters, tank wrenches, oxygen concentrators, liquid oxygen base dispensers, liquid oxygen portable dispensers, oxygen tubing, nasal cannulas, face masks, oxygen humidifiers, and oxygen fittings and accessories."
"txcd_32060024","physical","optional","Heating Pads","A heating pad is a pad used for warming of parts of the body in order to manage pain. Types of heating pads include electrical, chemical and hot water bottles. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32060025","physical","optional","Cold or Hot Therapy Packs - Reusable","A reusable pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32060026","physical","optional","Enteral Feeding Equipment for Home Use","When sold without prescription order of a licensed professional, nutritional tube feeding equipment including button-style feeding tubes, standard G-tubes, NG-tubes, extension sets, adapters, feeding pumps, feeding pump delivery sets."
"txcd_32070003","physical","optional","Wound Care Supplies - Bandages, Dressings, Gauze","An item that is applied directly to or inside a wound to absorb wound drainage, protect healing tissue, maintain a moist or dry wound environment (as appropriate), or prevent bacterial contamination. Examples include bandages, dressings, gauze, medical tape. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070004","physical","optional","Wound Care Supplies - Bandages, Dressings, Gauze - Medicated","A wound care supply is defined as an item that is applied directly to or inside a wound to absorb wound drainage, protect healing tissue, maintain a moist or dry wound environment (as appropriate), or prevent bacterial contamination. These supplies contain medication such as an antibiotic ointment. They are a labeled with a ""drug facts"" panel or a statement of active ingredients.Examples include bandages, dressings, gauze, medical tape. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070018","physical","optional","First Aid Kits","A collection of mixed supplies and equipment that is used to give medical treatment, often housed in durable plastic boxes, fabric pouches or in wall mounted cabinets. Qualifying medicinal items (eg. OTC drugs) make up 51% or more of the value of the kit. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070019","physical","optional","Gloves - Disposable (non medical use)","Single use disposable gloves (latex, nitrile, vinyl, etc) not used for medical purposes."
"txcd_32070020","physical","optional","Gloves - Disposable (medical use)","Single use disposable gloves (latex, nitrile, vinyl, etc) that have an application in a first aid or medical setting. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070028","physical","optional","Medical Supplies - Consumable","Items for use in cure, treatment or diagnosis of injury, illness, disease or incapacity, and which is consumed during the use. Please select a more granular category as appropriate."
"txcd_32070029","physical","optional","First Aid Kits - 50% or Less Medicinal Items","A collection of mixed supplies and equipment that is used to give medical treatment, often housed in durable plastic boxes, fabric pouches or in wall mounted cabinets. Qualifying medicinal items (eg. OTC drugs) make up 50% or less of the value of the kit. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070030","physical","optional","Contact Lens Disinfecting Solutions","Liquid solution for cleaning and disinfecting contact lenses."
"txcd_32070031","physical","optional","Contact Lens Lubricating Solutions","Liquid solution for lubricating/rewetting, but not disinfecting, contact lenses. This solution is applied directly to the eye."
"txcd_32070032","physical","optional","Cotton Balls/Swabs - Sterile","Single use cotton balls or swabs for application of antiseptics and medications and to cleanse scratches, cuts or minor wounds. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070033","physical","optional","Cotton Balls/Swabs - Unsterile","Single use cotton balls or swabs for multi-purpose use other than applying medicines and cleaning wounds, due to not being sterile. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070034","physical","optional","Cold or Hot Therapy Packs - Disposable","A single use pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070035","physical","optional","Cold or Hot Therapy Packs - Disposable - Medicated","A single use pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief. These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070036","physical","optional","Nasal Breathing Strips","Flexible adhesive strips that attach over the bridge of the nose to lift the sides of the nose, opening the nasal passages to provide relief for congestion and snoring. The products are drug free and contain no active drug ingredients."
"txcd_32070037","physical","optional","Hypodermic Needles/Syringes with Prescription - Insulin","Single use hollow needle commonly used with a syringe to inject insulin into the body by diabetic individuals, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070038","physical","optional","Hypodermic Needles/Syringes - Insulin","Single use hollow needle commonly used with a syringe to inject insulin into the body by diabetic individuals, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070039","physical","optional","Hydrogen Peroxide","Hydrogen peroxide is a mild antiseptic used on the skin to prevent infection of minor cuts, scrapes, and burns. It may also be used as a mouth rinse to help remove mucus or to relieve minor mouth irritation (for example, due to canker/cold sores, gingivitis). These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070040","physical","optional","Petroleum Jelly","A multi-purpose skin protectant and topical ointment. These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070041","physical","optional","Ear Drops - Medicated","Liquid drops to be placed inside the ear canal to reduce the symptoms of an ear ache, or to act as an ear drying aid, or to loosen, cleanse, and aid in the removal of ear wax. These products contain a ""drug facts"" panel or a statement of active ingredients. Examples include Ear Ache, Swimmers' Ears, and Ear Wax removal drops. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32070042","physical","optional","Isopropyl (Rubbing) Alcohol","A liquid solution typically used as a topical antiseptic. The products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32080001","physical","optional","Bath Aids","Aids that can increase, improve, or assist mobility in the bathroom such as raised toilet seat, tub & shower stool, handrails, grab bars, and so on."
"txcd_32080003","physical","optional","Mobility Enhancing Equipment","Equipment which is primarily and customarily used to provide or increase the ability to move from one place to another, sold without a prescription, and which is appropriate for use either in a home or a motor vehicle; Is not generally used by persons with normal mobility; and does not include any motor vehicle or equipment on a motor vehicle normally provided by a motor vehicle manufacturer. Examples include wheelchairs, crutches, canes, walkers, chair lifts, and so on."
"txcd_32080004","physical","optional","Repair & Replacement Parts for Mobility Enhancing Equipment","Parts for items such as crutch pads, walker tips, cane tips, crutch tips, and so on."
"txcd_32080005","physical","optional","Mobility Enhancing Equipment with Prescription","Equipment which is primarily and customarily used to provide or increase the ability to move from one place to another, sold under a prescription, and which is appropriate for use either in a home or a motor vehicle; Is not generally used by persons with normal mobility; and does not include any motor vehicle or equipment on a motor vehicle normally provided by a motor vehicle manufacturer. Examples include wheelchairs, crutches, canes, walkers, chair lifts, and so on."
"txcd_32090003","physical","optional","Corrective Lenses","Corrective lenses, including eyeglasses and contact lenses, sold without a prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32090005","physical","optional","Hearing Aid Batteries","Batteries specifically labeled and designed to operate hearing aid devices, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32090006","physical","optional","Hearing Aids","Artificial devices to correct or alleviate hearing deficiencies, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32090007","physical","optional","Prosthetic Device","When sold without prescription order of a licensed professional, a replacement, corrective, or supportive device, worn on or in the body to: Artificially replace a missing portion of the body; Prevent or correct physical deformity or malfunction; or Support a weak or deformed portion of the body. Worn in or on the body means that the item is implanted or attached so that it becomes part of the body, or is carried by the body and does not hinder the mobility of the individual. Examples include artificial limbs, pacemakers, orthotics, orthopedics, ostomy/colostomy devices, catheters, and so on."
"txcd_32090008","physical","optional","Prosthetic Devices with Prescription","When sold under prescription order of a licensed professional, a replacement, corrective, or supportive device, worn on or in the body to: Artificially replace a missing portion of the body; Prevent or correct physical deformity or malfunction; or Support a weak or deformed portion of the body. Worn in or on the body means that the item is implanted or attached so that it becomes part of the body, or is carried by the body and does not hinder the mobility of the individual. Examples include artificial limbs, pacemakers, orthotics, orthopedics, ostomy/colostomy devices, catheters, and so on."
"txcd_32090013","physical","optional","Corrective Lenses with Prescription","Corrective lenses, eyeglasses, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32090014","physical","optional","Contact Lenses with Prescription","Contact lenses, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32090015","physical","optional","Dental Prosthetics with Prescription","When sold under prescription order of a licensed professional, a replacement, corrective, or supportive device, worn in the mouth, including dentures, orthodontics, crowns, bridges, and so on."
"txcd_32090016","physical","optional","Dental Prosthetics","When sold without prescription order of a licensed professional, a replacement, corrective, or supportive device, worn in the mouth, including dentures, orthodontics, crowns, bridges, and so on."
"txcd_32090017","physical","optional","Hearing Aids with Prescription","Artificial devices to correct or alleviate hearing deficiencies, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32090018","physical","optional","Hearing Aid Batteries with Prescription","Batteries specifically labeled and designed to operate hearing aid devices, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32100001","physical","optional","Pregnancy Testing Kits","At home urine-based tests used to detect pregnancy hormone levels."
"txcd_32100002","physical","optional","Ovulation Testing Kits","At home urine-based tests used to detect impending ovulation to assist in pregnancy planning."
"txcd_32100003","physical","optional","Infectious Disease Test","An at-home infectious disease test kit that can be sold without a prescription."
"txcd_32100004","physical","optional","Infectious Disease Test - Prescription only","An at-home infectious disease test kit that can only be sold with a prescription."
"txcd_32100005","physical","optional","DNA Testing Kits","At home saliva, cheek swab or blood drop based tests used to detect various genetic markers in an individual."
"txcd_32100006","physical","optional","Medical Thermometers - Disposable","One-time use medical thermometers for oral, temporal/forehead, or rectal body temperature diagnostics. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32100007","physical","optional","Medical Thermometers - Reusable","Multiple use medical thermometers for oral, temporal/forehead, or rectal body temperature diagnostics. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32100008","physical","optional","Energy Star Products","Products carrying an Energy Star rating (for example, light bulbs, appliances, and so on). Please select a more granular product tax category where appropriate."
"txcd_32100010","physical","optional","Blood Pressure Testing Devices","At home digital or manual (aneroid) sphygmomanometers, also known as a blood pressure meter, blood pressure monitor, or blood pressure gauge, are devices used to measure blood pressure, composed of an inflatable cuff to collapse and then release the artery under the cuff in a controlled manner. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32100011","physical","optional","Pulse Oximeter","An electronic device that clips onto a patient's finger to measure heart rate and oxygen saturation in his or her red blood cells. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32100012","physical","optional","Drug Testing Kits","At home urine-based tests used to detect the presence of various drug substances in an individual."
"txcd_32100013","physical","optional","Cholesterol Testing Kits","At home blood-prick based tests used to monitor cholesterol levels in an individual."
"txcd_33020001","physical","optional","Ceiling Fans - Energy Star","Ceiling Fans carrying an Energy Star rating."
"txcd_33020002","physical","optional","Air conditioners - Energy Star","Domestic air conditioning (central or room) systems carrying Energy Star rating."
"txcd_33020003","physical","optional","Furnaces - Energy Star","Domestic gas or oil furnaces carrying an Energy Star rating."
"txcd_33020004","physical","optional","Heat Pumps - Energy Star","Domestic air source heat pumps carrying Energy Star rating."
"txcd_33020005","physical","optional","Water Heater - Energy Star","Domestic water heater carrying Energy Star rating."
"txcd_33020006","physical","optional","Dehumidifier - Energy Star","Domestic appliance carrying an Energy Star Rating which reduces and maintains the level of humidity in the air."
"txcd_33020007","physical","optional","Boilers - Energy Star","Domestic gas or oil boilers for space or water heating carrying an Energy Star rating."
"txcd_33020008","physical","optional","Programmable Wall Thermostat - Energy Star","An in home programmable thermostat, such as a WiFi enabled smart thermostat, carrying an Energy Star rating."
"txcd_33020009","physical","optional","Refrigerators - Energy Star","Domestic standard size refrigerators carrying Energy Star rating."
"txcd_33020010","physical","optional","Dishwashers - Energy Star","Domestic dish washing appliances carrying Energy Star rating."
"txcd_33020011","physical","optional","Freezers- Energy Star","Domestic freezers carrying Energy Star rating."
"txcd_33020012","physical","optional","Clothes Washing Machine - Energy Star","Domestic clothes washing appliances carrying Energy Star rating."
"txcd_33020013","physical","optional","Clothes Drying Machine - Energy Star","Domestic clothes drying appliances carrying Energy Star rating."
"txcd_33020014","physical","optional","Can Opener - Manual","Non-electric can opener."
"txcd_33020200","physical","optional","Water Efficient Products - Residential","Water conserving products are for conserving or retaining groundwater; recharging water tables; or decreasing ambient air temperature, and so limiting water evaporation. Examples include soil surfactants, a soaker or drip-irrigation hose, a moisture control for a sprinkler or irrigation system, a rain barrel or an alternative rain and moisture collection system, a permeable ground cover surface that allows water to reach underground basins, aquifers, or water collection points. These products are intended for use at a residential property."
"txcd_33030001","physical","optional","Alkaline Batteries","Single or multi-pack AA, AAA, c, D, 6-volt or 9-volt batteries, excluding automobile or boat batteries."
"txcd_33031001","physical","optional","Mobile Phone Batteries","Mobile phone batteries."
"txcd_33060001","physical","optional","Firearms - small arms","Firearms, limited to pistols, revolvers, rifles with a barrel no greater than an internal diameter of .50 caliber or a shotguns of 10 gauge or smaller."
"txcd_33060002","physical","optional","Firearms - other than small arms","Firearms, limited to pistols, revolvers, rifles with a barrel greater than an internal diameter of .50 caliber or a shotgun larger than 10 gauge."
"txcd_33061001","physical","optional","Firearm Accessories","Firearm accessories including repair parts, cleaning products, holsters, mounted safety equipment, choke tubes, scopes, shooting tripod/bipod/monopod, shooting bags/pouches, sights, etc."
"txcd_33061002","physical","optional","Gun Safety Lock","A lock that enters through the chamber or barrel of a firearm that prevents use (trigger lock or barrel lock)."
"txcd_33061003","physical","optional","Firearms - Unfinished Frames & Receivers","Any component or material—such as a blank, casting, or 3D-printed housing—that has been partially machined or manufactured to the stage where it may be readily completed or converted into a functional firearm frame or receiver. This category includes items often referred to as '80% lowers,' 'receiver flats,' or 'unfinished blanks' which are intended to house the fire control group but have not yet been finished to the point of being a functional firearm."
"txcd_33061004","physical","optional","Suppressors","A muzzle device designed to reduce the acoustic intensity (noise) and muzzle flash of a firearm, operating similarly to a vehicle muffler."
"txcd_33062001","physical","optional","Ammunition - small arms","Ammunition for firearms with a barrel no greater than an internal diameter of .50 caliber or a shotgun of 10 gauge or smaller, including bullets, shotgun shells, and gunpowder."
"txcd_33062002","physical","optional","Ammunition - other than small arms","Ammunition for firearms with a barrel greater than an internal diameter of .50 caliber or a shotgun larger than 10 gauge, including bullets, shotgun shells, and gunpowder."
"txcd_33063001","physical","optional","Gun Safe","A locking container or other enclosure equipped with a padlock, key lock,combination lock, or other locking device that is designed and intended for the secure storage of one or more firearms. Glass display cases, racks/stands are excluded."
"txcd_33063002","physical","optional","Gun Cases","Hard and soft cases designed specifically for firearms equipment."
"txcd_33080201","physical","optional","Disinfectant Wipes","Wipes used in the process of eliminating or reducing harmful microorganisms from inanimate objects and surfaces."
"txcd_33080202","physical","optional","Disposable Household Paper Products","Paper based items for household use designed to be disposed of after single use, including the following...Facial tissue; Paper bags; Paper freezer wrap; Paper place mats; Paper plates and cups; Paper napkins; Paper straws; Paper tablecloths; Paper towels."
"txcd_33080300","physical","optional","Household Linens/Bedding Towels Shower Curtains","Includes blankets, pillows, bed linens/sheets, comforters, towels, wash cloths, shower curtains and bath mats. Please select a more granular category where appropriate."
"txcd_33080301","physical","optional","Bedding","Bedclothes items including sheets, pillow cases, bedspreads, comforters, blankets, throws, duvet covers, pillow shams, bed skirts, mattress pad, mattress toppers, and pillows."
"txcd_33080302","physical","optional","Bath Mats/Rugs","A small mat/rug used to cover portion of bathroom floor."
"txcd_33080303","physical","optional","Bath Towels","Towels used for individual drying of persons, including bath towels, beach towels, wash cloths, hand towels, face towels, sport towels, and so on."
"txcd_33080304","physical","optional","Shower Curtain or Liner","Shower curtain/liner used to keep water from escaping a showering area."
"txcd_33080305","physical","optional","Crib Bumpers/Liners","A bumper/liner that borders the interior walls/slats of the crib to help protect the baby."
"txcd_33080306","physical","optional","Dish Towels","Dish towels used for kitchenware drying."
"txcd_33080400","physical","optional","Yarn - Non-clothing","Yarn for use other than fabricating/repairing clothing."
"txcd_33100001","physical","optional","Landscape Soil, Mulch, Compost - Residential","Landscape soil, mulch, compost - residential."
"txcd_33100101","physical","optional","Agricultural Chemicals - Non-commercial gardening","Products for use in non-commercial food producing gardens to control insects, weeds, and fungus."
"txcd_33100200","physical","optional","Agricultural Fertilizer - Non-commercial gardening","Products for use in non-commercial food producing gardens to enhance plant growth."
"txcd_33110001","physical","optional","Incandescent Light Bulbs - Energy Star","Standard incandescent light bulbs carrying an Energy Star rating."
"txcd_33110002","physical","optional","Compact Fluorescent Light Bulbs - Energy Star","Compact Fluorescent light (CFL) bulbs carrying an Energy Star rating."
"txcd_33110003","physical","optional","LED Bulbs - Energy Star","Light emitting diode (LED) bulbs carrying an Energy Star rating."
"txcd_33110004","physical","optional","Portable Light Sources","Portable self-powered or battery powered light sources, including flashlights, lanterns, emergency glow sticks or light sticks."
"txcd_33110005","physical","optional","Candles","Candles to be used as a light source."
"txcd_33120000","physical","optional","Storm Preparedness Items","Qualifying items for purposes of certain sales tax holidays such as cell phone batteries, cell phone chargers, and two-way radios."
"txcd_33120001","physical","optional","Portable Radios","Portable self-powered or battery powered radio, two-way radio, weather band radio."
"txcd_33120002","physical","optional","Food Storage Cooler","Non-electric food or beverage cooler."
"txcd_33120003","physical","optional","Smoke Detectors","Smoke Detectors."
"txcd_33120004","physical","optional","Carbon Monoxide Detectors","Carbon Monoxide Detectors."
"txcd_33120005","physical","optional","Fire Extinguishers","Fire Extinguishers."
"txcd_33120006","physical","optional","Portable Fuel Container","Portable fuel container."
"txcd_33120007","physical","optional","Water Storage Container","Non-electric water container to store water for emergency usage."
"txcd_33120008","physical","optional","Artificial Ice","Artificial ice, blue ice, ice packs, reusable ice."
"txcd_33120009","physical","optional","Tarpaulins and Weatherproof Sheeting","Tarps, plastic sheeting, plastic drop cloths, waterproof sheeting."
"txcd_33120010","physical","optional","Portable Generator","Portable generator used to provide light or communications or power appliances during a power outage."
"txcd_33120011","physical","optional","Power Cords","Power cords used to connect electrical equipment and devices to power sockets."
"txcd_33120012","physical","optional","Axes/Hatchets","An hand held tool with a bladed head on a handle used for hewing, cleaving, chopping, and so on."
"txcd_33120013","physical","optional","Garden Chainsaw","Gas-powered chainsaw."
"txcd_33120014","physical","optional","Chainsaw Accessories","Chainsaw accessories include chains, lubricants, motor oil, chain sharpeners, bars, wrenches, carrying cases, repair parts, safety apparel."
"txcd_33120015","physical","optional","Storm Shutters/Window Protection Devices","Plywood, window film, storm shutters, hurricane shutters or other materials specifically designed to protect windows."
"txcd_33120016","physical","optional","Emergency/Rescue Ladder","Ladder used for home emergency evacuation."
"txcd_33120017","physical","optional","Ropes and Cords","Ropes and Cords and similar fastening products."
"txcd_33120018","physical","optional","Ground Anchor Systems and Tie-down Kits","Ground anchor systems and tie down kits for securing property against severe weather."
"txcd_33120019","physical","optional","Duct Tape","Duct Tape."
"txcd_33150001","physical","optional","Toilets - WaterSense","WaterSense labeled toilets."
"txcd_33150002","physical","optional","Urinals - WaterSense","WaterSense labeled urinals."
"txcd_33150003","physical","optional","Bathroom Faucets - WaterSense","WaterSense labeled bathroom sink faucets and accessories."
"txcd_33150004","physical","optional","Spray Water Sprinkler Bodies - WaterSense","WaterSense labeled sprinkler body is the exterior shell that connects to the irrigation system piping and houses the spray nozzle that applies water on the landscape."
"txcd_33150005","physical","optional","Irrigation Controls - WaterSense","WaterSense labeled irrigation controllers, which act like a thermostat for your sprinkler system telling it when to turn on and off, use local weather and landscape conditions to tailor watering schedules to actual conditions on the site."
"txcd_33150006","physical","optional","Showerheads - WaterSense","WaterSense labeled showerheads."
"txcd_34010001","physical","optional","Audio Turntables","A type of consumer electronic device used to play vinyl recordings."
"txcd_34010002","physical","optional","Digital Music Players","Portable audio equipment that plays audio files encoded in MP3 and other audio formats."
"txcd_34010003","physical","optional","Video Cameras","A camera that captures moving images and sound and converts them into electronic signals so that they can be saved on a storage device, such as videotape or a hard drive, or viewed on a monitor."
"txcd_34020001","physical","optional","Digital Cameras","A camera that captures photographs in digital memory."
"txcd_34020002","physical","optional","Digital Picture Frames","A framed display designed to display preloaded digital images (jpeg or any digital image format). Has slots for flash memory cards and/or an interface for digital photo camera connection."
"txcd_34020003","physical","optional","E-Book Readers","A portable electronic device for reading digital books and periodicals."
"txcd_34020004","physical","optional","Headphones/Earbuds","Wired and bluetooth headphones and earbuds for audio listening."
"txcd_34020005","physical","optional","Consumer Electronics Peripherals/Accessories","Consumer electronics peripherals and accessories. Please select a more granular product tax category where appropriate."
"txcd_34020006","physical","optional","Televisions","Televisions."
